TIMESTAMP,Counter,DepthCm,Latitude,Longitude
13/04/2016 7:30,102330,6.171,79.982505,-86.286610
13/04/2016 7:30,102331,6.396,79.982512,-86.286632
13/04/2016 7:30,102332,31.91,79.982517,-86.286685
13/04/2016 7:30,102333,26.52,79.982520,-86.286763
13/04/2016 7:30,102334,6.508,79.982512,-86.286827
13/04/2016 7:30,102335,6.958,79.982503,-86.286817
13/04/2016 7:30,102336,36.47,79.982500,-86.286813
13/04/2016 7:30,102337,29.39,79.982493,-86.286820
13/04/2016 7:30,102338,13.59,79.982490,-86.286840
13/04/2016 7:30,102339,8.14,79.982483,-86.286898
13/04/2016 7:30,102340,27.31,79.982465,-86.286993
13/04/2016 7:30,102341,13.82,79.982460,-86.286970
13/04/2016 7:30,102342,26.52,79.982442,-86.286965
13/04/2016 7:30,102343,33.43,79.982423,-86.286923
13/04/2016 7:30,102344,27.08,79.982417,-86.286898
13/04/2016 7:30,102345,7.633,79.982403,-86.286872
13/04/2016 7:30,102346,12.02,79.982390,-86.286805
13/04/2016 7:30,102347,5.834,79.982382,-86.286798
13/04/2016 7:31,102348,41.36,79.982360,-86.286760
13/04/2016 7:31,102349,20.95,79.982357,-86.286775
13/04/2016 7:31,102350,8.93,79.982348,-86.286753
13/04/2016 7:31,102351,8.42,79.982333,-86.286742
13/04/2016 7:31,102352,13.08,79.982323,-86.286763
13/04/2016 7:31,102353,7.857,79.982308,-86.286755
13/04/2016 7:31,102354,10.33,79.982300,-86.286777
13/04/2016 7:31,102355,13.37,79.982290,-86.286812
13/04/2016 7:31,102356,10.78,79.982275,-86.286780
13/04/2016 7:31,102357,6.059,79.982263,-86.286787
13/04/2016 7:31,102358,4.485,79.982257,-86.286782
13/04/2016 7:31,102359,7.689,79.982248,-86.286787
13/04/2016 7:31,102360,17.19,79.982245,-86.286727
13/04/2016 7:31,102361,23.09,79.982247,-86.286693
13/04/2016 7:31,102362,29.44,79.982238,-86.286650
13/04/2016 7:31,102363,43.77,79.982237,-86.286560
13/04/2016 7:31,102364,8.42,79.982248,-86.286420
13/04/2016 7:31,102365,17.08,79.982248,-86.286392
